,Sentence,language,stopwords count,Actionable Words,Check Email,Check Phone,Check URL or Link,Sentiments,Named Entinties,Profanitries
2268,Ticket # 1668843983678 guided cm kehre hian mujhe delivered karwa daein main lay lunga  I63WCQ,Roman Urdu,6,"['delivered', 'karwa']",,,,,,
2269,L1FH35 AS PER CUS APNE ORDER KA STATUS CONFIRM KARNE AYE THY SO GUIDE KARDIYA ,Roman Urdu,6,"['update', 'supplier', 'call back']",,,,Neutral,[],[]
2270,Ticket # 1668843983678 guided cm kehre hian mujhe delivered karwa daein main lay lunga  I63WCQ\n\n,Roman Urdu,9,"['order', 'return', 'deliver']",,,,Negative,,
2271,discount sheet me update nahi kia hain supplier call back karain gy,English,6,"['partial', 'karwa', 'customer']",,,,Neutral,,
2272,2U90K3Customer changed their mind or cs ko guide k aik br order return ho jye toh dubara deliver nhi kiya ja sakta new place krna pryga,Roman Urdu,6,['order'],,9.23E+11,,,['MUSTAFA'],
2273,7SU1AV Nan-1 Optipro Soft Pack Powder 300.0 gmNan-2 Optipro Soft Pack Powder 300.0 gm yhe dono partial karwa rahe hai customer,Roman Urdu,3,['confirm'],,,,Neutral,,
2274,Retailer Name:  - MUSTAFA \nRetailer Contact number:  923034025657\nOff - Invoice Discount Amount:  210.7682\nInvoice %: 1\nOrder ID:  J16PN6,English,5,['guide'],,,,Neutral,['Nido +1 Shield Powder'],[]
2275,4OBBY8 discount confirm krahe thy shet ma mention nahi hai ,Roman Urdu,4,['order'],,3039968044,,,,
2276,Nido +1 Shield Powder 900 gm out of stock hai cm ko guide kar diya hai.,Roman Urdu,5,['Order'],,9.23E+11,,Neutral,['Adnan'],
2277,3039968044  guided how to place an order ,English,8,"['order', 'deliver', 'complete']",,,,Neutral,,
2278,Retailer Name:  Adnan\nRetailer Contact number: +923139246122\nOff - Invoice Discount Amount: 1072\nInvoice %: Growth Discount AS PER SHEET \nOrder ID: Z3ZHQ2,Roman Urdu,2,"['order', 'address', 'complete', 'house']",,,,,,
2279,1HYS16 rider ny order deliver krdiya tha ab order ko complete krwane aye thy \n\n,Roman Urdu,2,['order'],,9.23E+11,,Positive,[],[]
2280,B2C  Cm unreachable hai  adress complete nahi  house # mention nahi kiya hua ,Roman Urdu,14,"['delivery', 'instruction']",,,,Neutral,"['Aftab Alam', '4851M5', 'A10 anar kali complex babe ghazi sector 11 E', 'siddiqe akber masjid', 'north karachi']",
2281,\n\nRetailer Name:  Babar shahzad\nRetailer contact: 923135131949\nBooker Name: na \nOrder ID:U39BPT\n\n\n195 ka disc diya hai ,Roman Urdu,3,['order'],,,,,"['Lactogen 1 DHA', 'Powder']",
2282,"""The customer came for delivery instruction""\n\n\nCustomer Name:  Aftab Alam  \ncustomer contact:  923236980478\nOrder ID: 4851M5\nRider contact: Na\n\n\ncm ko is address pe required hai A10 anar kali complex babe ghazi sector 11 E opposite siddiqe akber masjid north karachi",English,6,"['guide', 'approve']",,,,,,['gadha']
2283,Lactogen 1 DHA  Powder 200 gm 1 pi9ce partial kree hian cm kehre hain yeh wrong aya dusra mangwaya tha booker nay kara hai ,Roman Urdu,3,"['order', 'cancel', 'place']",,9.23E+11,,Negative,,
2284,4OBBY8 // Supplier ko guide kar diya hai discount approve nahe hai.,Roman Urdu,3,Null,,3445149027,,Negative,,
2285,\n\nCustomer name: Munesh Kumar\nCustomer number: +923313588032\nOrder ID: 078W7T\n\n\nAS PER CUS WOH ORDERMEIN OR ITEM PLACE KARNA CHATE HAIN KINDLY AP CANCEL KARDEIN\n\n,Roman Urdu,1,Null,,9.23E+11,,Neutral,['Umair Irfan'],
2286,03445149027 nable to hear properly ,English,11,"['fill', 'details', 'closing sheet', 'Retailer Name', 'Retailer Contact number', 'Off - Invoice Discount Amount', 'Invoice %', 'Order ID']",,9.23E+11,,Neutral,"['Saad', 'M3RDY3']",
2287,Retailer Name:  Umair Irfan\nRetailer Contact number: +923343704968\nOff - Invoice Discount Amount: 19468\nInvoice %: Growth Discount AS PER SHEET \nOrder ID: MPVEA8,English,5,['order'],,9.23E+11,,Neutral,['Faiz'],
2288,"""The supplier has contacted to inform about the invoice discount in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:  Saad\nRetailer Contact number:  923162865667\nOff - Invoice Discount Amount:  150\nInvoice %:  Growth Discount\nOrder ID:  M3RDY3\n\n\nas per sheet ",English,5,Null,,,,,,
2289,Retailer Name: - Faiz\nRetailer Contact number: +923132376264\nAmount: 83\nTP Issue SKU's: Nido +1 Shield Powder 900.0 gm 1PCS ,English,6,"['baat karen', 'account number', 'guoided']",,,,,,
2290,Customer ke pass cash nhe hai kindly customer se confirm kar lain  // 7V7U26,Roman Urdu,4,"['return', 'order']",,,,Negative,,[]
2291,477D1S as per ali haider booker say baat karen account number dene kay liya guioded,Roman Urdu,9,"['order', 'confirmation', 'guide', 'call', 'transferred']",,,,Positive,,[]
2292,B2B  Cm kay pass cash nahi hai return karna hai order,Roman Urdu,,Null,,9.23E+11,,,['Foz Ur Rehman'],
2293,3XNCKF cs order ki confirmation b krne aye thy unhain guide kiya hai or call transferred ki aghi ,Roman Urdu,21,"['order', 'place', 'required', 'return']",,9.23E+11,,Negative,"['Mudasir', 'Hira']",
2294,Retailer Name:   Foz Ur Rehman\nRetailer Contact number:  923112611565\nOff - Invoice Discount Amount: 500.8794\nInvoice %:  1 \nOrder ID:  F956B5,Roman Urdu,4,"['guide', 'medicine', 'arrange', 'delay', 'deliver']",,,,Positive,,['G65L4D']
2295,The Retailer has contacted us to complain about the booker placing the wrong item.\n\n\nRetailer Name:  Mudasir\nRetailer contact: 923151271251\nBooker Name:  Hira\nProduct Name:    Papa Magic Mega Pack Medium Diaper 88.0 'S //  Bona Papa Magic Mega Pack Large Diaper 80.0 'S \nSKU:  11329 //  11330\n\n\nBooker name Hira hai Bona Papa Magic Mega Pack Medium Diaper 88.0 'S //  Bona Papa Magic Mega Pack Large Diaper 80.0 'S// cm ko 50 pcs wale Bona papa pack required the the lakin booker Hira ne Papa Magic Mega Pack Medium Diaper 88.0 'S //  Bona Papa Magic Mega Pack Large Diaper 80.0 'S ka order place kar diya hai is wajha se pura order return ho raha hai ,English,5,Null,Null,9.23E+11,Null,Null,['Ceclor'],['Null']
2296,G65L4D // Customer ko guide kar diya hai  apki medicine arrange ho rhi hai is liye delay ho raha hai apka order jald deliver ho jayega.,Roman Urdu,4,['ADJUST'],,,,Neutral,[],[]
2297,Retailer Name:   Yousuf \nRetailer Contact number:  923153725397\nPrevious Bill Amount:   102rs\nPrevious Order ID:  20HY8I\nNature of Issue:  Ceclor 125mg/5ml Suspension  (267.75)\nSKU's: previous adjustnment ,Null,3,"['add', 'adjustment', 'update']",,9.23E+11,,Null,['Meiji Big Powder'],
2298,SCW047  Nido +1 Shield Powder 900.0 gm  996 KI TP  ADJUST KI HAI,English,8,['order'],Null,9.23E+11,Null,Null,['Muhammad Salman'],['Null']
2299,"Retailer Name:   - Adeel ahmed khan\nRetailer Contact number:  923332488551\nAmount: 470\nTP Issue SKU's:  	\nMeiji Big Powder 400.0 gm guided ko kahen pehle item less kar kay adjustnent add karen sheet main than updat karwayen ",Roman Urdu,18,"['order', 'deliver', 'call', 'confirm']",,9.23E+11,,Negative,['TCS'],[]
2300,Retailer Name: Muhammad Salman\nRetailer Contact number:  923042830212\nOff - Invoice Discount Amount: 973.0044\nInvoice %: as per sheet \nOrder ID:  4OBBY8,Roman Urdu,0,Null,,9.23E+11,,,,
2301,Customer Name: Shaheena\nCustomer Contact: 923447013088\nOrder ID: 67IN0N\n\n\nAS PER CUS KA ORDER DELIVER NHI HUA HAI ABHI TAK KAL EK CALL AI THI UNHEN TCS WALE KEH RAHE THY APKA ORDER HAMARY PASS HAI APKO DELIVER KAR DETE HAIN LEKIN ABHI TAK DELIVER NHI KIYA KINDLY CONFIRM KAREN KAB TAK DELIVER HOGA\n\n,Roman Urdu,5,"['guide', 'supplier discount', 'update', 'sheet']",,,,Neutral,,
2302,1668845780501 also guided alreeady update ,,3,['call drop'],,3003995061,,Negative,,
2303,guide to supplier discount not update in sheet,English,4,"['cash', 'confirm']",,,,,[],[]
2304,03003995061 call drop,English,5,"['fill', 'details']",,,,,['Sheikh Nasir'],
2305,7T1VVD  // Customer ke pass cash nhe hai kindly customer se confirm kar lain,Roman Urdu,10,"['return', 'order']",,9.23E+11,,Neutral,[],[]
2306,"""The supplier has contacted to complain about the tp difference in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:  Sheikh nasir\nRetailer Contact number: 923152415445\nAmount:  1000.2 \nTP Issue SKU's:   Nido +1 Shield Powder 900.0 gm\n\n\n91MW87",English,6,"['guide', 'order']",,3352428946,,Neutral,,['fake']
2307,Retailer Name: M Ibrahim \nRetailer Contact:  923162582632\nReturn Reason: \nB2B  Cm kay pass cash nahi hai return karna hai order,Roman Urdu,8,"['order', 'deliver']",,9.23E+11,,Positive,,
2308,03352428946 XVC3X8 supp ko guide kiya hai k fake order nhi hai cs ny khud hi order place krwaya tha booker sy is waja sy return marked nhi hhua hai ,Roman Urdu,2,"['discount', 'approved']",,,,,,
2309,798QHG //AS PER CUS KA KEHNA HAI MUJHE YE ORDER DELIVER HOGAYA HAI KINDLY AP NOTE KAR LEIN..CLI.03171254441,Roman Urdu,18,Null,,9.23E+11,,Neutral,['Zahid'],
2310,DISCOUNT NOT APPROVED,English,,Null,,9.23E+11,,,,
2311,"""The supplier has contacted to complain about the tp difference in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:  Zahid \nRetailer Contact number:  923218032170\nAmount:  1519.92 \nTP Issue SKU's:  Meiji Big Powder 400.0 gm\nMeiji FM-T Powder 400.0 gm\nMeiji FU Powder 400.0 gm \nBR5UNM",English,8,"['fill', 'closing sheet']",,9.23E+11,,Neutral,"['Zeeshan', 'Agent']",
2312,Retailer Name: Umar\nRetailer Contact number: +923138231999\nOff - Invoice Discount Amount: 600\nInvoice %: Growth Discount AS PER SHEET \nOrder ID: FE8887\n\n\nguided as per discount sheet & confirmed that no partial / no cutting,Roman Urdu,7,"['confirmed', 'partial', 'cutting']",,9.23E+11,,Neutral,['Shahmir Abbasi'],
2313,"""The supplier has contacted to inform about the invoice discount in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:  Zeeshan\nRetailer Contact number:  923002442289\nOff - Invoice Discount Amount:  152.22\nInvoice %: \nOrder ID:   8GJBR8\n\n\nas per sheet",English,8,"['fill', 'details']",,9.23E+11,,Neutral,['Nawaz Jaan'],[]
2314,The supplier has contacted that the booker is committed to him about the RS-380 discount.\n\n\nRetailer Name: Shahmir Abbasi\nRetailer contact: 923422333602\nBooker Name: NA \nOrder ID: 73X2EN\nconfirmed that no partial / no cutting,English,14,"['order', 'return', 'contact']",,9.23E+11,,Neutral,['Taj hameed shah'],
2315,"""The supplier has contacted to inform about the invoice discount in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:  Nawaz Jaan\nRetailer Contact number:   923453428727\nOff - Invoice Discount Amount:  15466\nInvoice %:  Growth Discount \nOrder ID:  Y2NYSN\n\n\nas per sheet",English,4,"['order', 'cs', 'guide', 'confirmed']",,,,Positive,,
2316,"""The retailer has contacted to return the complete order due to mistakenly placed the order. The reason has been confirmed, kindly contact the customer for return.""\n\n\nRetailer Name:  Taj hameed shah\nRetailer Contact:  923440022886\nReturn Reason:  cm Betnesol  tab required tha cm se galti se Betnesol 4mg Ampule 1.0 ml ka order place ho gya hai is liye cm ne order return kar diya hai\n\n\n\n",Roman Urdu,0,Null,,,,Neutral,[],[]
2317,9DW594 cs ko guide kar dia hain ye order cs ka confirmed ho gaya hain,Roman Urdu,2,['order'],,,,Neutral,[],[]
2318,caller ki awaz nhi arahi thi is waja sy cll drop,Roman Urdu,,Null,,,,,,
2319,0B21CC order k puch reahe thy guide kdiya,Roman Urdu,,Null,,,,,,
2320,1S5343 // customer ko guide kar diya hai apka order jald deliver ho jayga.,Roman Urdu,4,"['delivery', 'time']",,,,Positive,,
2321,V61Y0D guided details ,English,8,"['committed', 'discount']",,9.23E+11,,Neutral,"['Ahmed Raza Babar', 'RIZWAN']",
2322,cm bol rhe hain delivery time kam hona chahyie,Roman Urdu,5,"['order', 'invoice']",,9.23E+11,,,['Haris Khan'],
2323,The supplier has contacted that the booker is committed to him about the RS-2966 discount.\n\n\nRetailer Name: Ahmed Raza Babar\nRetailer contact: +923215445000\nBooker Name: RIZWAN\nOrder ID: 31S751\n\n\nconfirmed that no partial / no cutting,English,5,"['deliver', 'shipped']",,9.23E+11,,Neutral,,['gadha']
2324,Retailer Name:   Haris khan\nRetailer Contact number: 923132254877\nOff - Invoice Discount Amount: 983.334\nInvoice %: 1\nOrder ID: F13TB8,English,8,"['booker', 'discount']",,,,Positive,,[]
2325,Customer Name: - Usama Ahsan\nCustomer Contact: 923322077732\nOrder ID:WTRXQR\n\n\nkaha gya tha 8 say 11 main hojyga deliver still not delivered shipped hai ,Roman Urdu,6,"['order', 'shipped', 'guide']",,,,Positive,,
2326,TNYF88  AS PER SUPPLIER CUX KO BOOKER NE ITNE 1% KA DISCOUNT KA KAHA THA LEKIN HAMARY PASS APPROVE NHI THA SO GUIDE KARDIYA ,Roman Urdu,9,"['cancel', 'order']",,9.23E+11,,Negative,['Muhammad Junaid'],
2327,32QY42 customer order k puch rahe thy shipped h guide krdiya hai ,Roman Urdu,,Null,,,,,,
2328,The customer had contacted us and inform that he/she wants to cancel the order:\nCustomer name: Muhammad Junaid  \nCustomer number: 923312150300\nOrder ID: O6V122\n\n\ncm ko order urgent required tha aur cm ka zone tcs mai araha tha is liye cm ne order cancel kara diya hai,Roman Urdu,3,['order'],,9.23E+11,,Neutral,,
2329,AS PER SUPPLIER ,English,0,Null,,9.23E+11,,,[],[]
2330,"Retailer Name:   Haris khan\nRetailer Contact number:  923132254877\nAmount: 5033\nTP Issue SKU's:  	\nNido +1 Shield Powder 900.0 g",Roman Urdu,5,Null,,,,Neutral,[],[]
2331,03182018545 AS PER CALLER KI AWAZ NHI ARAHAI THI SO CALL DROP KARDI..,Roman Urdu,3,"['delivery', 'time']",,,,Positive,,[]
2332,AS PER SUPPLIER NE GALTI SE CALL LAGA DI..,Roman Urdu,5,['delivery'],,,,Positive,['cm'],[]
2333,customer ko guide kar diya hai apka delivery time 4 hours hai,Roman Urdu,4,['order'],,9.23E+11,,Neutral,['Asim'],
2334,4 hours delivery time hai cm ko guide kar diya hai,Roman Urdu,6,Null,,3000055285,,Neutral,,[]
2335,Retailer Name:Asim\nRetailer contact:+923350537500\nOrder ID:55WY54\n\n\n4151 ka disc ahi ,Roman Urdu,2,"['discount', 'sheet']",,,,Neutral,,
2336,03000055285 AS PER CALLER KA KEHNAHAI K MUJHE ABHI CALL ARAHAI THI SO GUIDE KARDIAY,Roman Urdu,22,['discount'],,9.23E+11,,Positive,['Syed Nawazish ali gardezi'],
2337,6PR9F8 no discount in sheet .,English,5,"['order', 'delivery', 'time', 'guide', 'noted']",,,,Neutral,[],
2338,The supplier has contacted that the booker is committed to him about the% discount.\n\n\nRetailer Name: Syed Nawazish ali gardezi\nRetailer contact: 923118740552\nBooker Name:  na\nOrder ID: Q8L3P6 \n\n\nbooker ne (570) amount ka discount commit kiya hai kinldy confirm kar dain\n\n,Roman Urdu,5,Null,,,,Neutral,[],[]
2339,30SZ9P  AS PER CX APNE ORDER KI DELIVERY TIME KA POCH RAHE THY SO GUIDE KAR DIYA HAI KINDLY NOTED....\n\n,Roman Urdu,5,"['order', 'return', 'discount', 'update']",,,,Neutral,,
2340,6PR9F8 disc is not available in the sheet ,English,8,"['order', 'marked', 'returned', 'customer', 'placed', 'mistakenly']",,,,Neutral,,
2341,3YO6W1 DISCOUNT APPROVE NHI KRWAYA HAI Q K YE ORDER ALREADY RETURN HAI OR SUPPLIER ISKA DISCOUNT APNI SHEET M UPDATE KRWA RHY THY,Roman Urdu,0,['Order'],,9.23E+11,,Neutral,['Naveed'],
2342,Hamza Ashfaq Order marked as returned due to customer placed order mistakenly,English,3,['order'],,9.23E+11,,Negative,[],[]
2343,\n\nRetailer Name:   Naveed\nRetailer Contact number:  923110128517\nOff - Invoice Discount Amount: 899\nInvoice %:  as per sheet \nOrder ID:  6ML957,English,8,"['contact', 'return']",,9.23E+11,,Neutral,['Adil Raza'],
2344,"Retailer Name:  Raja Murtaza\nRetailer contact:   923218006031\nOrder ID:""HRUCN7\n\n\nEnsure Vanilla Powder 850.0 gm 1pcs damage hai is wwaja sy partial krwa rahe hain",Roman Urdu,3,"['booker', 'discount']",,,,Positive,"['TNYF88', 'CUX']",
2345,"""The retailer has contacted to return the complete order due to Lack of cash. The reason has been confirmed, kindly contact the customer for return.""\n\n\nRetailer Name:  Adil Raza \nRetailer Contact:  923331781998\nReturn Reason: Customer ke pass cash nhe hai kindly customer se confirm kar lain\n36990S",Roman Urdu,5,Null,,,,Neutral,[],[]
2346,TNYF88 AS PER SUPPLIER CUX KO BOOKER NE ITNE 1% KA DISCOUNT KA KAHA THA LEKIN HAMARY PASS APPROVE NHI THA SO GUIDE KARDIYA,Roman Urdu,4,"['order', 'deliver']",,,,Positive,,
2347,SUPPLIER PHIR AYE TP ADJUSTMENT THI LEKIN WOH KEH RAHE,Roman Urdu,0,"['callback', 'arranged']",,,,,,
2348,3E114W //  Customer ko guide kar diya hai  apki medicine arrange ho rhi hai is liye delay ho raha hai apka order jald deliver ho jayega.,Roman Urdu,7,"['committed', 'discount']",,9.23E+11,,Positive,['Suleman Zafar'],
2349,ib2c  ///3E114W // callback arranged,English,4,"['call', 'drop', 'waiting', 'RX']",,,,,,
2350,The supplier has contacted that the booker is committed to him about the RS -100 discount.\n\n\nRetailer Name: Suleman Zafar\nRetailer contact: +923365060937\nBooker Name: NA \nOrder ID: WA3SO5\n\n\n confirmed that no partial / no cutting,English,13,"['contact', 'return']",,9.23E+11,,Neutral,['Zeeshan'],
2351,8AJ80A call drop waiting for RX,Roman Urdu,11,"['order', 'return']",,9.23E+11,,Neutral,['Zeeshan'],
2352,"""The retailer has contacted to return the complete order due to Lack of cash. The reason has been confirmed, kindly contact the customer for return.""\n\n\nRetailer Name:   Zeeshan\nRetailer Contact:  923002442289\ncase no 1668849438843\nReturn Reason:cm ka cheque aprove nhe hua aur cm ke pas cash nhe tha is liye cm ne order return kar diya hai \n\n\n8GJBR8\n\n",Roman Urdu,4,"['book', 'discount']",,,,Positive,,
2353,"""The retailer has contacted to return the complete order due to Lack of cash. The reason has been confirmed, kindly contact the customer for return.""\n\n\nRetailer Name:   Zeeshan\nRetailer Contact:  923002442289\ncase no 1668849438843\nReturn Reason:cm ka cheque aprove nhe hua aur cm ke pas cash nhe tha is liye cm ne order return kar diya hai \n\n\n8GJBR8\n\n",Roman Urdu,5,"['order', 'delivered', 'rider', 'chalgya', 'msg', 'dispatch']",,4235413479,,,,
2354,6PR9F8  AS PER SUPPLIER CUX KO BOOKER NE ITNE 1% KA DISCOUNT KA KAHA THA LEKIN HAMARY PASS APPROVE NHI THA SO GUIDE KARDIY,Roman Urdu,15,['fill'],,9.23E+11,,Neutral,['Huzaifa Haris'],
2355, cm kehre hain order delivered hogya rider chalgya msg ary hian bar bar prder has been delivered order has been dispatch msg or email aryy hian bar bar contineusly 04235413479 3993SB,Roman Urdu,9,"['invoice', 'discount', 'amount', 'growth']",,9.23E+11,,Neutral,['Shoaib'],
2356,"""The supplier has contacted to inform about the invoice discount in the closing sheet, Agent needs to fill below details in the closing sheet according to the area""\n\n\nRetailer Name:  Huzaifa Haris \nRetailer Contact number:  923222816109\nOff - Invoice Discount Amount:  600 \nInvoice %:  Growth Discount\nOrder ID:  J26JNH\n\n\nas per sheet ",English,3,"['delivery', 'time', 'address', 'confirm']",,,,,,
